KP,mean,std,target,Attack,Dataset
3,135.68196614583334,66.69666340333647,1,bim,cifar10
9,109.25455729166667,61.63964518545426,1,bim,cifar10
8,94.87239583333333,75.6185490984995,1,bim,cifar10
1,129.95735677083334,66.87345217793451,1,bim,cifar10
5,131.13053385416666,60.41018575288715,1,bim,cifar10
5,123.77180989583333,77.57226313367848,1,bim,cifar10
8,126.19856770833333,72.6053067716608,1,bim,cifar10
8,123.65462239583333,73.2376741847347,1,bim,cifar10
7,121.697265625,69.87368670967678,1,bim,cifar10
9,119.87434895833333,64.90749912056145,1,bim,cifar10
2,129.830078125,84.14309663002831,1,bim,cifar10
11,122.546875,82.52349189063762,1,bim,cifar10
8,122.48079427083333,70.92449270775204,1,bim,cifar10
2,121.0888671875,83.76459922151606,1,bim,cifar10
8,122.76171875,71.35940794792504,1,bim,cifar10
6,98.89225260416667,60.108835000974096,1,bim,cifar10
6,125.26692708333333,74.67707725361244,1,bim,cifar10
1,123.73274739583333,69.89048377924486,1,bim,cifar10
10,151.27766927083334,76.60549601981738,1,bim,cifar10
7,145.2099609375,65.41137697086062,1,bim,cifar10
12,122.40006510416667,78.28746574712027,1,bim,cifar10
5,132.61555989583334,79.60121855041513,1,bim,cifar10
9,120.97721354166667,68.00784295891738,1,bim,cifar10
9,129.43522135416666,84.94459922950212,1,bim,cifar10
3,139.87109375,72.05969828454506,1,bim,cifar10
8,140.71061197916666,67.39766124389318,1,bim,cifar10
8,127.88932291666667,75.12600613767204,1,bim,cifar10
15,114.109375,72.76192507792157,1,bim,cifar10
8,126.19498697916667,63.314114600038465,1,bim,cifar10
8,161.97591145833334,75.83984993835749,1,bim,cifar10
8,150.97916666666666,63.05419737013259,1,bim,cifar10
8,118.59342447916667,74.52474093881004,1,bim,cifar10
7,110.66666666666667,63.104016089652276,1,bim,cifar10
7,130.28255208333334,73.84359819053833,1,bim,cifar10
8,134.947265625,74.32436604245677,1,bim,cifar10
8,122.27213541666667,73.16873178631232,1,bim,cifar10
11,120.369140625,52.3783483404305,1,bim,cifar10
3,140.55859375,68.88963587530205,1,bim,cifar10
8,129.43001302083334,79.62204726165807,1,bim,cifar10
12,120.646484375,64.06959251525531,1,bim,cifar10
5,137.56640625,74.12145703058077,1,bim,cifar10
7,110.40885416666667,76.78519776720866,1,bim,cifar10
3,129.59505208333334,61.020358965042895,1,bim,cifar10
6,99.24446614583333,73.01269478021297,1,bim,cifar10
7,115.63248697916667,72.50831152352104,1,bim,cifar10
9,127.0341796875,65.3257184671807,1,bim,cifar10
3,141.9560546875,83.4425000008837,1,bim,cifar10
2,123.85384114583333,77.15618370520609,1,bim,cifar10
9,109.14420572916667,76.17397348534352,1,bim,cifar10
10,127.36197916666667,72.48140241042627,1,bim,cifar10
6,127.88671875,60.37712558964597,1,bim,cifar10
3,124.8720703125,77.23875759120513,1,bim,cifar10
9,118.26595052083333,73.60519999081453,1,bim,cifar10
6,125.85221354166667,72.56587052765481,1,bim,cifar10
4,119.05501302083333,69.2318300853089,1,bim,cifar10
7,130.37141927083334,75.06649564049293,1,bim,cifar10
8,123.6337890625,65.62356664840732,1,bim,cifar10
1,139.30794270833334,54.527143072437184,1,bim,cifar10
3,113.3662109375,67.08998623598394,1,bim,cifar10
11,120.279296875,74.90852606911155,1,bim,cifar10
7,129.62858072916666,70.07699833840161,1,bim,cifar10
9,117.6728515625,76.02606445973198,1,bim,cifar10
6,119.3955078125,78.68069104639433,1,bim,cifar10
14,133.001953125,64.83234743874509,1,bim,cifar10
5,143.16731770833334,61.9453444481993,1,bim,cifar10
1,142.83365885416666,71.46397402716609,1,bim,cifar10
1,125.42154947916667,74.87138605036112,1,bim,cifar10
7,119.45345052083333,65.77395089820904,1,bim,cifar10
8,131.9052734375,63.09041056025982,1,bim,cifar10
15,134.43619791666666,69.44072740412938,1,bim,cifar10
6,147.9130859375,83.9117997815123,1,bim,cifar10
10,122.88346354166667,75.83531314563588,1,bim,cifar10
8,126.53873697916667,66.23952241696742,1,bim,cifar10
4,111.44075520833333,57.89069432585205,1,bim,cifar10
14,129.7080078125,67.95770319923513,1,bim,cifar10
9,125.78971354166667,70.15356536537435,1,bim,cifar10
8,122.65983072916667,63.40971029988757,1,bim,cifar10
6,119.97721354166667,68.05716357824184,1,bim,cifar10
3,121.95475260416667,62.44981530867371,1,bim,cifar10
6,126.4619140625,80.48066365883939,1,bim,cifar10
9,116.60221354166667,74.50714824409522,1,bim,cifar10
8,123.77604166666667,70.33111460411845,1,bim,cifar10
11,122.88216145833333,72.6235534396181,1,bim,cifar10
4,114.42317708333333,69.52956233026191,1,bim,cifar10
7,143.849609375,75.059816461936,1,bim,cifar10
9,125.31803385416667,79.05885254519018,1,bim,cifar10
11,130.57845052083334,67.22955509287739,1,bim,cifar10
12,111.431640625,71.56832449495185,1,bim,cifar10
13,124.41145833333333,67.78413443125362,1,bim,cifar10
8,118.13118489583333,69.78750820823768,1,bim,cifar10
7,125.5048828125,69.14337802533929,1,bim,cifar10
8,144.38736979166666,71.88046545962577,1,bim,cifar10
11,132.94661458333334,77.81515888949365,1,bim,cifar10
9,164.0322265625,82.57017463608129,1,bim,cifar10
3,129.8525390625,94.54157282387841,1,bim,cifar10
8,136.359375,70.04061610587347,1,bim,cifar10
8,122.037109375,68.84286847838285,1,bim,cifar10
4,137.37141927083334,62.20586005244502,1,bim,cifar10
4,127.57421875,70.03243404570156,1,bim,cifar10
3,138.59407552083334,71.86372649157961,1,bim,cifar10
4,124.31608072916667,54.410457346071674,1,bim,cifar10
2,131.1015625,71.16232569768044,1,bim,cifar10
6,98.42024739583333,70.21106294434345,1,bim,cifar10
10,125.64127604166667,72.63695250446243,1,bim,cifar10
5,128.37076822916666,73.61821260342288,1,bim,cifar10
5,114.3955078125,67.75196380866947,1,bim,cifar10
12,123.70052083333333,68.65002873904591,1,bim,cifar10
2,125.9091796875,81.71350370922434,1,bim,cifar10
7,130.4443359375,78.50095996980114,1,bim,cifar10
7,114.25553385416667,78.01170202144131,1,bim,cifar10
5,133.59375,75.2975506624706,1,bim,cifar10
5,141.51497395833334,76.19612561358639,1,bim,cifar10
6,139.47005208333334,64.00895818798546,1,bim,cifar10
7,132.96647135416666,69.0258328733456,1,bim,cifar10
7,102.47428385416667,69.83788821495209,1,bim,cifar10
2,117.45865885416667,63.62625179835954,1,bim,cifar10
7,138.35384114583334,60.270888468908204,1,bim,cifar10
5,124.76790364583333,76.25922118251516,1,bim,cifar10
4,108.28125,62.10948511730462,1,bim,cifar10
7,146.3544921875,73.56588609162566,1,bim,cifar10
3,133.21809895833334,76.04986020611891,1,bim,cifar10
7,132.67024739583334,71.93253240084847,1,bim,cifar10
7,153.05794270833334,54.40745841840441,1,bim,cifar10
6,122.14290364583333,76.375248456753,1,bim,cifar10
13,132.82291666666666,73.38726944648702,1,bim,cifar10
3,142.23307291666666,76.08697670728283,1,bim,cifar10
11,94.37044270833333,69.75264721417868,1,bim,cifar10
5,123.52604166666667,73.15820142286061,1,bim,cifar10
11,92.4853515625,65.52911104084468,1,bim,cifar10
3,113.27408854166667,70.26668241154407,1,bim,cifar10
7,142.4111328125,71.8294625166317,1,bim,cifar10
2,128.65983072916666,68.916402412112,1,bim,cifar10
3,140.88802083333334,80.76860287558878,1,bim,cifar10
4,150.42578125,66.03642858443406,1,bim,cifar10
8,157.83984375,77.23739414091546,1,bim,cifar10
10,132.56380208333334,58.74224456084789,1,bim,cifar10
4,123.20670572916667,73.01735793633831,1,bim,cifar10
10,127.2578125,66.88565189830827,1,bim,cifar10
3,135.47688802083334,56.54215681201807,1,bim,cifar10
5,110.65852864583333,62.508163666350406,1,bim,cifar10
6,129.14973958333334,71.21133408988955,1,bim,cifar10
6,151.01302083333334,68.05893099150164,1,bim,cifar10
14,133.64453125,77.93212916132035,1,bim,cifar10
8,118.58984375,72.23468736831511,1,bim,cifar10
4,128.01399739583334,71.25643359254043,1,bim,cifar10
6,137.62467447916666,67.30642098554317,1,bim,cifar10
11,123.58658854166667,84.84678016926982,1,bim,cifar10
5,132.77278645833334,50.387021545779724,1,bim,cifar10
11,110.31966145833333,67.71879656212961,1,bim,cifar10
11,119.08984375,72.23341757548488,1,bim,cifar10
5,119.2412109375,70.35887853640976,1,bim,cifar10
8,136.74186197916666,69.29849110095194,1,bim,cifar10
12,114.78938802083333,73.42414679390758,1,bim,cifar10
7,116.94856770833333,61.437336673721546,1,bim,cifar10
8,127.0927734375,75.23662921755215,1,bim,cifar10
8,120.58528645833333,65.22520542769308,1,bim,cifar10
13,130.58040364583334,75.00801150782556,1,bim,cifar10
3,117.42545572916667,67.8130144151465,1,bim,cifar10
7,145.93489583333334,77.4887641196514,1,bim,cifar10
4,126.13704427083333,70.48186802434873,1,bim,cifar10
2,117.08138020833333,69.15996424289544,1,bim,cifar10
3,133.1611328125,62.53673062899634,1,bim,cifar10
8,129.8125,67.68653242183771,1,bim,cifar10
11,133.3662109375,73.67563168302651,1,bim,cifar10
12,134.20052083333334,72.42465222114124,1,bim,cifar10
15,141.21614583333334,78.17564326943572,1,bim,cifar10
4,121.93326822916667,70.69145868308863,1,bim,cifar10
7,117.0595703125,77.69638659439174,1,bim,cifar10
6,115.90592447916667,77.67991566383814,1,bim,cifar10
7,118.93098958333333,71.48518297527589,1,bim,cifar10
6,131.59635416666666,74.60749652822939,1,bim,cifar10
9,128.033203125,62.441481614297764,1,bim,cifar10
10,131.11490885416666,72.68779940600957,1,bim,cifar10
7,135.21158854166666,66.32146297172345,1,bim,cifar10
7,117.92838541666667,76.82112945269826,1,bim,cifar10
6,140.59993489583334,71.5910883569652,1,bim,cifar10
9,123.36783854166667,67.13755717042747,1,bim,cifar10
4,130.02799479166666,80.70897658548353,1,bim,cifar10
3,117.001953125,77.39085071205402,1,bim,cifar10
5,117.45703125,62.129260886838686,1,bim,cifar10
3,130.7177734375,73.33082406458878,1,bim,cifar10
3,117.19205729166667,73.06434497437088,1,bim,cifar10
5,115.16796875,71.07609258281875,1,bim,cifar10
11,109.11490885416667,62.05920953079454,1,bim,cifar10
5,113.50358072916667,71.1797257409243,1,bim,cifar10
6,135.55240885416666,69.01079630694345,1,bim,cifar10
7,127.888671875,79.56975910480907,1,bim,cifar10
2,129.83821614583334,73.03324887891343,1,bim,cifar10
5,128.25260416666666,90.70704078170228,1,bim,cifar10
6,172.541015625,43.011385029548784,1,bim,cifar10
3,125.1494140625,70.04912833552407,1,bim,cifar10
13,146.55143229166666,72.26754603728108,1,bim,cifar10
7,144.22037760416666,55.01009611854721,1,bim,cifar10
10,138.83333333333334,63.82085729773873,1,bim,cifar10
11,125.54752604166667,79.69979607518492,1,bim,cifar10
9,124.79361979166667,67.28245486734833,1,bim,cifar10
8,124.56803385416667,59.012168567679815,1,bim,cifar10
5,119.73177083333333,72.85563243626024,1,bim,cifar10
14,121.97037760416667,91.78484221506648,1,bim,cifar10
14,132.10416666666666,57.6666298809906,1,bim,cifar10
9,120.5107421875,68.51140528498172,1,bim,cifar10
3,130.69921875,73.98401342917772,1,bim,cifar10
3,125.21516927083333,68.95843272342158,1,bim,cifar10
5,116.22037760416667,74.99687157565498,1,bim,cifar10
11,121.45703125,72.57637168281332,1,bim,cifar10
8,145.27897135416666,63.356404528684635,1,bim,cifar10
4,120.10286458333333,71.0069329130091,1,bim,cifar10
8,133.87044270833334,79.78298240881571,1,bim,cifar10
6,143.36165364583334,82.19249616712186,1,bim,cifar10
17,133.38118489583334,71.82391148179767,1,bim,cifar10
7,146.88736979166666,68.70425927158277,1,bim,cifar10
6,145.14876302083334,57.8237412122074,1,bim,cifar10
13,127.31184895833333,74.93639705702469,1,bim,cifar10
6,160.71256510416666,69.52473731041569,1,bim,cifar10
5,142.646484375,72.9365983824792,1,bim,cifar10
10,114.44466145833333,76.79544606086137,1,bim,cifar10
4,111.8349609375,68.71248757844579,1,bim,cifar10
9,129.2548828125,69.89426323040195,1,bim,cifar10
1,103.04427083333333,56.87312604211687,1,bim,cifar10
4,121.99348958333333,68.05886894474412,1,bim,cifar10
4,110.98763020833333,73.20347885875809,1,bim,cifar10
5,134.67122395833334,62.75601300496271,1,bim,cifar10
6,132.4375,58.79136061967779,1,bim,cifar10
6,124.5244140625,69.24330233510989,1,bim,cifar10
9,123.19889322916667,69.84675172209263,1,bim,cifar10
5,161.37532552083334,68.85807777748771,1,bim,cifar10
3,146.63541666666666,72.78698626671333,1,bim,cifar10
14,128.41764322916666,74.78829351232442,1,bim,cifar10
13,136.38736979166666,73.0953257003439,1,bim,cifar10
5,140.2841796875,65.0698572658024,1,bim,cifar10
8,133.56901041666666,77.61236137327394,1,bim,cifar10
10,128.79947916666666,70.47628147934147,1,bim,cifar10
9,143.09244791666666,68.9238835791431,1,bim,cifar10
11,133.6728515625,77.3563432234334,1,bim,cifar10
5,136.48079427083334,79.09535941102538,1,bim,cifar10
9,124.98177083333333,71.6469426690494,1,bim,cifar10
11,141.81412760416666,75.90361233448685,1,bim,cifar10
9,139.49837239583334,67.51496621064581,1,bim,cifar10
8,127.8818359375,70.88643659151387,1,bim,cifar10
9,128.55826822916666,78.88476074439842,1,bim,cifar10
5,118.77376302083333,72.82421605284651,1,bim,cifar10
2,144.126953125,68.03540317140249,1,bim,cifar10
6,126.24153645833333,76.37033750197186,1,bim,cifar10
0,123.29296875,81.14079035194216,1,bim,cifar10
7,109.6103515625,72.36959742250247,1,bim,cifar10
9,135.01041666666666,83.536806192782,1,bim,cifar10
1,119.2060546875,67.662006662064,1,bim,cifar10
8,118.6259765625,67.44532871220373,1,bim,cifar10
6,130.34016927083334,73.13788065399136,1,bim,cifar10
12,135.40397135416666,71.5520736057695,1,bim,cifar10
8,126.20865885416667,70.0380196584036,1,bim,cifar10
13,127.85774739583333,78.4369846217719,1,bim,cifar10
5,153.33984375,76.57459597155214,1,bim,cifar10
4,123.49283854166667,67.33325356551647,1,bim,cifar10
6,138.43815104166666,75.73529362497699,1,bim,cifar10
7,96.28776041666667,60.26317237067965,1,bim,cifar10
11,133.45638020833334,66.6953112899274,1,bim,cifar10
8,122.04459635416667,78.42494848825446,1,bim,cifar10
4,117.02897135416667,69.84717317172523,1,bim,cifar10
3,122.578125,85.61844131693267,1,bim,cifar10
19,136.96940104166666,77.62966489319831,1,bim,cifar10
7,129.65006510416666,74.57581312150555,1,bim,cifar10
3,128.7333984375,62.83747171599541,1,bim,cifar10
10,129.16178385416666,85.10570282385403,1,bim,cifar10
7,126.73046875,70.18958087900997,1,bim,cifar10
4,111.37044270833333,79.79668589107767,1,bim,cifar10
13,141.35677083333334,66.56677315666225,1,bim,cifar10
6,133.7490234375,64.64031791170373,1,bim,cifar10
7,119.12858072916667,75.21981181104267,1,bim,cifar10
6,142.8173828125,76.70318595259796,1,bim,cifar10
5,150.45735677083334,76.39456175291787,1,bim,cifar10
6,125.79915364583333,62.720578274543236,1,bim,cifar10
2,121.9140625,69.32298294879052,1,bim,cifar10
3,120.68196614583333,54.236440919559584,1,bim,cifar10
12,122.30240885416667,72.35459643453571,1,bim,cifar10
4,125.68294270833333,65.66486201688093,1,bim,cifar10
14,154.07486979166666,66.74078109012379,1,bim,cifar10
13,134.3408203125,78.72652327209069,1,bim,cifar10
9,128.11653645833334,59.10979226448995,1,bim,cifar10
