KP,mean,std,target,Attack,Dataset
2,123.58854166666667,72.5330089121248,1,fgsm,cifar100
4,123.26822916666667,75.18853524312955,1,fgsm,cifar100
8,126.13313802083333,75.1331990294606,1,fgsm,cifar100
3,115.88639322916667,70.48140020490688,1,fgsm,cifar100
6,121.62825520833333,68.88354572116809,1,fgsm,cifar100
3,143.62434895833334,73.12806698635644,1,fgsm,cifar100
7,126.47884114583333,73.36685673464216,1,fgsm,cifar100
5,129.80208333333334,73.65453087898797,1,fgsm,cifar100
1,124.78385416666667,70.77386880694965,1,fgsm,cifar100
2,126.35416666666667,74.69411551078137,1,fgsm,cifar100
1,123.98567708333333,72.57439683097266,1,fgsm,cifar100
10,120.93196614583333,73.81308087579572,1,fgsm,cifar100
7,128.28450520833334,72.51307085487048,1,fgsm,cifar100
3,136.669921875,73.19716866077992,1,fgsm,cifar100
1,130.42317708333334,76.1404247362345,1,fgsm,cifar100
2,125.14290364583333,74.1422115098632,1,fgsm,cifar100
7,126.61165364583333,73.95264706523437,1,fgsm,cifar100
7,126.48860677083333,75.09788651125606,1,fgsm,cifar100
2,136.779296875,73.42801529241295,1,fgsm,cifar100
7,130.47786458333334,74.28571212843651,1,fgsm,cifar100
7,130.13313802083334,74.5085656304838,1,fgsm,cifar100
7,126.90559895833333,71.64386457310651,1,fgsm,cifar100
2,120.18912760416667,71.75511017096697,1,fgsm,cifar100
3,126.28255208333333,73.93848733381833,1,fgsm,cifar100
3,125.49869791666667,72.35407771332932,1,fgsm,cifar100
2,126.88020833333333,73.9864002715812,1,fgsm,cifar100
1,124.50227864583333,73.25064794783327,1,fgsm,cifar100
10,124.61555989583333,73.14765034655652,1,fgsm,cifar100
5,126.34895833333333,78.09393417923295,1,fgsm,cifar100
3,124.0380859375,72.08141768598072,1,fgsm,cifar100
7,126.1083984375,73.95375376080652,1,fgsm,cifar100
1,125.60091145833333,73.96127701216146,1,fgsm,cifar100
3,112.841796875,73.82663297364188,1,fgsm,cifar100
2,129.5068359375,72.08609716840311,1,fgsm,cifar100
3,129.61002604166666,72.74889470618184,1,fgsm,cifar100
5,122.45475260416667,71.33886979610325,1,fgsm,cifar100
5,128.849609375,75.0898888161286,1,fgsm,cifar100
9,125.12174479166667,75.37678843023885,1,fgsm,cifar100
10,133.37825520833334,73.01194116908027,1,fgsm,cifar100
1,126.8544921875,73.7053681763448,1,fgsm,cifar100
4,127.64811197916667,70.58412948497327,1,fgsm,cifar100
1,133.90169270833334,73.73518236101192,1,fgsm,cifar100
11,128.14876302083334,73.03497267836998,1,fgsm,cifar100
2,127.87239583333333,73.88312079601376,1,fgsm,cifar100
2,134.25520833333334,72.62879414505944,1,fgsm,cifar100
5,130.07779947916666,73.48242625969812,1,fgsm,cifar100
0,127.60188802083333,74.81115798962257,1,fgsm,cifar100
10,116.79036458333333,69.75932611510025,1,fgsm,cifar100
7,128.73665364583334,71.34643868454965,1,fgsm,cifar100
4,119.95833333333333,72.84075469403832,1,fgsm,cifar100
1,125.45638020833333,73.04341846435061,1,fgsm,cifar100
10,124.99186197916667,73.81144686338929,1,fgsm,cifar100
9,123.77571614583333,73.08170038332237,1,fgsm,cifar100
2,126.7001953125,74.44456309892549,1,fgsm,cifar100
1,124.5458984375,74.95246802076507,1,fgsm,cifar100
3,120.95279947916667,73.39519780055663,1,fgsm,cifar100
14,162.73958333333334,69.62474604355442,1,fgsm,cifar100
3,131.62565104166666,71.4802338501003,1,fgsm,cifar100
2,130.37955729166666,73.30464479218521,1,fgsm,cifar100
4,121.7724609375,72.10070851142025,1,fgsm,cifar100
5,131.123046875,75.48112798079869,1,fgsm,cifar100
4,129.4326171875,73.91869564120827,1,fgsm,cifar100
7,128.85611979166666,76.328959527106,1,fgsm,cifar100
7,138.56119791666666,72.85213968413505,1,fgsm,cifar100
5,134.06640625,72.00616365737199,1,fgsm,cifar100
7,140.62272135416666,71.74280403187993,1,fgsm,cifar100
2,137.91341145833334,75.70793657360996,1,fgsm,cifar100
2,131.00325520833334,74.0819799084368,1,fgsm,cifar100
5,124.60188802083333,72.34260683401776,1,fgsm,cifar100
8,131.4833984375,75.26584511907127,1,fgsm,cifar100
11,123.49934895833333,70.12231550310175,1,fgsm,cifar100
5,128.81380208333334,73.06696380505736,1,fgsm,cifar100
2,128.908203125,73.44122250021688,1,fgsm,cifar100
7,126.46712239583333,72.95141917081806,1,fgsm,cifar100
7,132.56998697916666,71.01814344508271,1,fgsm,cifar100
1,123.58528645833333,75.64002204098433,1,fgsm,cifar100
11,134.19856770833334,72.90490872439653,1,fgsm,cifar100
3,127.07845052083333,73.4934268642707,1,fgsm,cifar100
5,130.13444010416666,73.43731120416392,1,fgsm,cifar100
11,121.69759114583333,72.10496626953456,1,fgsm,cifar100
5,118.09993489583333,72.33507005784915,1,fgsm,cifar100
9,121.90787760416667,66.95967460758185,1,fgsm,cifar100
2,138.11458333333334,74.46915472288208,1,fgsm,cifar100
3,127.609375,73.89173218256921,1,fgsm,cifar100
8,135.2119140625,72.85454558789719,1,fgsm,cifar100
4,117.677734375,70.3748065721925,1,fgsm,cifar100
4,129.13541666666666,73.54265846382191,1,fgsm,cifar100
3,121.8466796875,69.57700764987003,1,fgsm,cifar100
5,132.59635416666666,71.95561170704119,1,fgsm,cifar100
3,126.37662760416667,75.90424469238384,1,fgsm,cifar100
4,129.05533854166666,73.00454271338081,1,fgsm,cifar100
0,124.607421875,72.3715574743159,1,fgsm,cifar100
0,127.24153645833333,73.61553452282483,1,fgsm,cifar100
10,121.435546875,74.22554487357877,1,fgsm,cifar100
2,123.84342447916667,74.10078931800196,1,fgsm,cifar100
6,136.73372395833334,74.17685354008411,1,fgsm,cifar100
7,124.63541666666667,72.82609082912215,1,fgsm,cifar100
2,123.59602864583333,72.73246873194125,1,fgsm,cifar100
2,125.9560546875,73.77230009091454,1,fgsm,cifar100
1,137.52864583333334,74.31218942895843,1,fgsm,cifar100
6,135.7021484375,75.74424882233401,1,fgsm,cifar100
4,128.73404947916666,77.02654414442654,1,fgsm,cifar100
11,122.787109375,74.51924155634777,1,fgsm,cifar100
9,120.90592447916667,72.11144813783136,1,fgsm,cifar100
4,118.8603515625,73.69908202366831,1,fgsm,cifar100
5,127.91145833333333,73.42376634504603,1,fgsm,cifar100
8,125.73274739583333,72.65886279396483,1,fgsm,cifar100
9,131.74088541666666,67.56524778110806,1,fgsm,cifar100
15,125.81217447916667,66.40817772753853,1,fgsm,cifar100
0,129.75390625,72.81229228209773,1,fgsm,cifar100
1,128.06184895833334,73.94123424610338,1,fgsm,cifar100
7,126.7802734375,72.81262253266077,1,fgsm,cifar100
7,126.19498697916667,73.24293925630427,1,fgsm,cifar100
4,125.17936197916667,71.63988541250735,1,fgsm,cifar100
1,124.28873697916667,73.3627708489138,1,fgsm,cifar100
2,126.9990234375,73.74290135376235,1,fgsm,cifar100
2,126.2080078125,73.94718575981425,1,fgsm,cifar100
6,122.98697916666667,70.21857809546158,1,fgsm,cifar100
5,124.10286458333333,74.04909191626594,1,fgsm,cifar100
5,113.98697916666667,70.01720779501413,1,fgsm,cifar100
3,123.60514322916667,72.76511319345316,1,fgsm,cifar100
7,122.21256510416667,76.6187950962004,1,fgsm,cifar100
5,125.591796875,74.46392927847059,1,fgsm,cifar100
13,127.29817708333333,73.52930352812326,1,fgsm,cifar100
4,133.00358072916666,71.85448312783711,1,fgsm,cifar100
5,125.6826171875,73.49654908635601,1,fgsm,cifar100
7,121.28580729166667,73.84369684477859,1,fgsm,cifar100
4,131.73860677083334,73.4628044686422,1,fgsm,cifar100
8,124.62923177083333,67.08987967912886,1,fgsm,cifar100
7,123.9873046875,74.49598590935682,1,fgsm,cifar100
6,127.45442708333333,70.24910374776366,1,fgsm,cifar100
11,127.47233072916667,75.06730084385882,1,fgsm,cifar100
3,123.48177083333333,71.4919066068738,1,fgsm,cifar100
9,130.17838541666666,75.1789177130507,1,fgsm,cifar100
8,129.7294921875,74.31695145483077,1,fgsm,cifar100
3,128.97200520833334,73.21745441654524,1,fgsm,cifar100
3,125.99446614583333,70.8987185975153,1,fgsm,cifar100
5,123.51790364583333,72.2561009620079,1,fgsm,cifar100
10,121.86881510416667,75.03303713490531,1,fgsm,cifar100
7,123.03092447916667,75.01615883255373,1,fgsm,cifar100
8,128.47265625,71.49460844546154,1,fgsm,cifar100
4,125.93912760416667,73.23662040473108,1,fgsm,cifar100
8,128.34505208333334,72.19134021645472,1,fgsm,cifar100
5,131.24609375,72.62293942380502,1,fgsm,cifar100
7,135.11686197916666,72.02089035039982,1,fgsm,cifar100
10,109.66829427083333,65.83663036165213,1,fgsm,cifar100
1,131.2939453125,73.58852987935178,1,fgsm,cifar100
4,127.85188802083333,75.47025666814994,1,fgsm,cifar100
1,132.640625,75.4967957318574,1,fgsm,cifar100
5,128.7421875,74.12676496433879,1,fgsm,cifar100
4,126.64583333333333,73.03453992657829,1,fgsm,cifar100
8,127.19173177083333,73.43507429389382,1,fgsm,cifar100
1,123.03841145833333,72.08695555120882,1,fgsm,cifar100
3,124.57747395833333,73.38606162112532,1,fgsm,cifar100
8,128.1484375,72.6998307859338,1,fgsm,cifar100
9,131.173828125,72.9221293786947,1,fgsm,cifar100
2,127.40169270833333,75.61273296214227,1,fgsm,cifar100
2,115.57291666666667,73.5572860492694,1,fgsm,cifar100
2,129.19270833333334,72.72270186011558,1,fgsm,cifar100
4,124.6767578125,70.21075366365541,1,fgsm,cifar100
0,121.7734375,72.2302007833138,1,fgsm,cifar100
6,132.15266927083334,72.7049993345481,1,fgsm,cifar100
5,123.5732421875,74.45883779713726,1,fgsm,cifar100
0,125.9501953125,74.25633627003741,1,fgsm,cifar100
0,129.84440104166666,74.3174152122499,1,fgsm,cifar100
2,125.88932291666667,67.56466468118826,1,fgsm,cifar100
8,129.97819010416666,74.87835128672037,1,fgsm,cifar100
4,129.70149739583334,74.7834301780229,1,fgsm,cifar100
5,131.9033203125,67.99029044019107,1,fgsm,cifar100
5,122.2861328125,72.48483968610147,1,fgsm,cifar100
5,124.23958333333333,74.11583411955102,1,fgsm,cifar100
3,125.4111328125,74.11748763958906,1,fgsm,cifar100
6,128.99576822916666,74.62215453795005,1,fgsm,cifar100
13,141.27766927083334,68.2993849360697,1,fgsm,cifar100
2,119.98014322916667,73.5133770966026,1,fgsm,cifar100
5,128.7353515625,71.7439626382018,1,fgsm,cifar100
1,124.82194010416667,69.47699333934845,1,fgsm,cifar100
8,126.93196614583333,76.0883503590918,1,fgsm,cifar100
9,124.1552734375,74.10650964501666,1,fgsm,cifar100
5,125.11100260416667,72.22433257853781,1,fgsm,cifar100
4,128.15397135416666,76.05115177752701,1,fgsm,cifar100
3,125.32389322916667,72.99984443717098,1,fgsm,cifar100
1,121.27278645833333,70.53931587628226,1,fgsm,cifar100
9,124.88736979166667,74.55394917525378,1,fgsm,cifar100
5,123.99869791666667,73.70486876446539,1,fgsm,cifar100
3,131.8876953125,72.40435183827582,1,fgsm,cifar100
6,127.44205729166667,70.83636696734452,1,fgsm,cifar100
7,125.48893229166667,73.86847566348348,1,fgsm,cifar100
5,122.00520833333333,74.10340966161749,1,fgsm,cifar100
6,128.3837890625,75.14522704576372,1,fgsm,cifar100
6,127.58919270833333,73.05845930194984,1,fgsm,cifar100
4,123.2353515625,71.05730510373321,1,fgsm,cifar100
4,129.51692708333334,73.37061188795884,1,fgsm,cifar100
2,128.77180989583334,73.73970280954846,1,fgsm,cifar100
3,127.45703125,72.87332489760497,1,fgsm,cifar100
5,125.05826822916667,72.64207760663801,1,fgsm,cifar100
2,129.9814453125,74.19631784350095,1,fgsm,cifar100
9,128.5927734375,68.31204930869563,1,fgsm,cifar100
6,126.19791666666667,73.60892396166301,1,fgsm,cifar100
11,131.94466145833334,70.09555497394958,1,fgsm,cifar100
5,136.24772135416666,74.82668388756618,1,fgsm,cifar100
5,132.40559895833334,72.85354387544078,1,fgsm,cifar100
8,121.0654296875,73.93874254324233,1,fgsm,cifar100
10,123.62662760416667,72.68841050710914,1,fgsm,cifar100
5,133.16243489583334,73.76588235184107,1,fgsm,cifar100
7,123.94954427083333,70.2436430598358,1,fgsm,cifar100
1,126.33235677083333,74.44121453787966,1,fgsm,cifar100
2,128.82389322916666,68.74299802188385,1,fgsm,cifar100
10,127.79036458333333,73.44747524035776,1,fgsm,cifar100
2,122.55338541666667,73.75959573992318,1,fgsm,cifar100
9,129.45833333333334,73.69270175519678,1,fgsm,cifar100
3,128.140625,73.97569615244583,1,fgsm,cifar100
6,126.4404296875,74.57104221321045,1,fgsm,cifar100
10,128.36458333333334,74.78851309774471,1,fgsm,cifar100
4,123.359375,74.66212089880749,1,fgsm,cifar100
5,127.52115885416667,73.26313410125294,1,fgsm,cifar100
3,128.7041015625,74.7983103398826,1,fgsm,cifar100
13,110.5234375,70.66334656487074,1,fgsm,cifar100
4,120.33170572916667,73.80510108420488,1,fgsm,cifar100
12,126.02376302083333,72.38055759254401,1,fgsm,cifar100
3,125.43294270833333,69.72666096864752,1,fgsm,cifar100
6,123.88736979166667,74.19605741068978,1,fgsm,cifar100
8,125.85188802083333,77.21590379990734,1,fgsm,cifar100
7,118.43782552083333,72.59449510787032,1,fgsm,cifar100
4,123.40852864583333,72.01065362729379,1,fgsm,cifar100
4,125.96647135416667,72.39891058964868,1,fgsm,cifar100
5,128.4921875,69.28087133537821,1,fgsm,cifar100
7,121.8984375,71.74931445868731,1,fgsm,cifar100
10,127.24934895833333,74.07808931983531,1,fgsm,cifar100
3,122.02376302083333,72.36310130154722,1,fgsm,cifar100
6,127.17252604166667,74.62381035317468,1,fgsm,cifar100
4,128.56998697916666,72.93604594723955,1,fgsm,cifar100
8,134.37630208333334,66.69263597857007,1,fgsm,cifar100
1,129.13118489583334,75.08562004649214,1,fgsm,cifar100
7,126.37141927083333,74.56342153319895,1,fgsm,cifar100
2,123.84928385416667,73.51401736135227,1,fgsm,cifar100
11,126.30338541666667,73.88126852227474,1,fgsm,cifar100
7,108.49967447916667,77.96267226549709,1,fgsm,cifar100
8,129.80045572916666,72.66270691784013,1,fgsm,cifar100
8,125.12630208333333,74.19720502954584,1,fgsm,cifar100
0,125.46549479166667,75.36783677980215,1,fgsm,cifar100
5,127.91080729166667,73.40077597532225,1,fgsm,cifar100
4,134.15397135416666,73.22519999864802,1,fgsm,cifar100
1,129.98697916666666,73.09887923725235,1,fgsm,cifar100
2,125.87044270833333,73.45523279535661,1,fgsm,cifar100
7,126.16015625,75.09319686872279,1,fgsm,cifar100
8,126.19759114583333,73.56577669144936,1,fgsm,cifar100
4,134.68326822916666,72.69007196952487,1,fgsm,cifar100
3,124.81640625,69.68125753185461,1,fgsm,cifar100
11,124.37825520833333,72.54122733014016,1,fgsm,cifar100
4,128.29264322916666,75.99397684944529,1,fgsm,cifar100
1,128.54264322916666,72.67699218980833,1,fgsm,cifar100
10,123.89583333333333,73.06414991359668,1,fgsm,cifar100
2,120.68424479166667,72.58699983513968,1,fgsm,cifar100
10,125.55045572916667,74.66154568772515,1,fgsm,cifar100
7,123.49153645833333,70.28368467837014,1,fgsm,cifar100
7,128.27701822916666,74.88636264014288,1,fgsm,cifar100
4,128.89518229166666,74.08109765463176,1,fgsm,cifar100
2,126.06673177083333,74.37562570736661,1,fgsm,cifar100
7,121.28776041666667,72.8377051989951,1,fgsm,cifar100
3,118.24967447916667,73.45019047798452,1,fgsm,cifar100
7,126.44759114583333,73.0815463804609,1,fgsm,cifar100
9,125.861328125,70.40791381863367,1,fgsm,cifar100
3,129.31119791666666,74.3783905453679,1,fgsm,cifar100
5,133.3505859375,72.87388923797407,1,fgsm,cifar100
4,128.55240885416666,71.18436800095031,1,fgsm,cifar100
4,130.28157552083334,73.69255394406308,1,fgsm,cifar100
7,121.53938802083333,72.90383708312142,1,fgsm,cifar100
1,127.06315104166667,73.65384335029728,1,fgsm,cifar100
2,127.13151041666667,74.14236264349539,1,fgsm,cifar100
9,126.7978515625,72.75519393802865,1,fgsm,cifar100
4,126.48177083333333,71.72838872861435,1,fgsm,cifar100
0,128.224609375,73.91931231754165,1,fgsm,cifar100
9,148.72526041666666,72.91859765984506,1,fgsm,cifar100
6,125.16536458333333,74.41085223519799,1,fgsm,cifar100
3,132.23665364583334,73.88492057852552,1,fgsm,cifar100
11,125.0283203125,72.64547024824816,1,fgsm,cifar100
4,123.07649739583333,70.37121298557882,1,fgsm,cifar100
4,132.2421875,72.3041492355519,1,fgsm,cifar100
6,127.76171875,71.98632131742998,1,fgsm,cifar100
13,134.90169270833334,68.4903811338405,1,fgsm,cifar100
4,128.24674479166666,74.9500706313497,1,fgsm,cifar100
15,136.85091145833334,70.71508782618432,1,fgsm,cifar100
4,127.326171875,74.73520782852293,1,fgsm,cifar100
5,112.82421875,75.0004183275964,1,fgsm,cifar100
4,123.71223958333333,73.1048747601571,1,fgsm,cifar100
3,123.24739583333333,72.61934726862516,1,fgsm,cifar100
11,122.15755208333333,72.78901481444508,1,fgsm,cifar100
4,126.908203125,72.64854920024648,1,fgsm,cifar100
6,127.8486328125,73.73827245880703,1,fgsm,cifar100
2,126.1240234375,74.63805501195132,1,fgsm,cifar100
1,123.0263671875,72.99369729712987,1,fgsm,cifar100
5,124.36165364583333,74.95332663517456,1,fgsm,cifar100
2,124.48860677083333,74.40657668562788,1,fgsm,cifar100
3,127.79427083333333,75.22598888354199,1,fgsm,cifar100
3,123.80110677083333,70.02345140187386,1,fgsm,cifar100
1,123.796875,73.76483470927933,1,fgsm,cifar100
4,120.115234375,72.57684278561699,1,fgsm,cifar100
3,126.18815104166667,70.76317273204344,1,fgsm,cifar100
6,124.7783203125,73.49209909283839,1,fgsm,cifar100
8,124.271484375,73.88748846001057,1,fgsm,cifar100
7,125.23958333333333,70.4990660655974,1,fgsm,cifar100
7,124.82975260416667,67.22770590980325,1,fgsm,cifar100
3,129.99739583333334,72.05571962024645,1,fgsm,cifar100
5,126.6708984375,70.37950268280285,1,fgsm,cifar100
6,124.95247395833333,72.42697484626133,1,fgsm,cifar100
2,120.51204427083333,75.02041472907257,1,fgsm,cifar100
9,131.33658854166666,72.14426698375492,1,fgsm,cifar100
7,128.42545572916666,76.39727589677675,1,fgsm,cifar100
1,128.86881510416666,74.69538109335681,1,fgsm,cifar100
4,131.833984375,73.41962035989225,1,fgsm,cifar100
7,126.05436197916667,73.53260005327624,1,fgsm,cifar100
4,122.66959635416667,73.1625086082412,1,fgsm,cifar100
1,127.00846354166667,74.2526531448584,1,fgsm,cifar100
12,128.90657552083334,70.78878243138571,1,fgsm,cifar100
0,126.73014322916667,74.98538256606953,1,fgsm,cifar100
9,128.68326822916666,75.13698064008743,1,fgsm,cifar100
9,134.65104166666666,75.36528562688413,1,fgsm,cifar100
11,125.50065104166667,73.95922999021049,1,fgsm,cifar100
3,123.078125,77.83760313488675,1,fgsm,cifar100
3,120.34147135416667,73.05209349188262,1,fgsm,cifar100
2,126.81998697916667,73.16848875679993,1,fgsm,cifar100
5,126.13899739583333,73.557394083983,1,fgsm,cifar100
7,130.0927734375,73.48896829572091,1,fgsm,cifar100
6,122.48600260416667,71.82790830149645,1,fgsm,cifar100
3,126.12565104166667,73.75068894235586,1,fgsm,cifar100
7,125.40852864583333,73.52887697502985,1,fgsm,cifar100
8,124.900390625,75.60443175285079,1,fgsm,cifar100
16,135.29622395833334,72.18345150217552,1,fgsm,cifar100
6,125.55240885416667,74.98320445719396,1,fgsm,cifar100
5,133.9814453125,70.67118164792896,1,fgsm,cifar100
4,130.22102864583334,72.58034481638215,1,fgsm,cifar100
1,130.0400390625,73.30726626177544,1,fgsm,cifar100
7,130.56901041666666,76.31311025081101,1,fgsm,cifar100
6,127.82975260416667,75.028175193488,1,fgsm,cifar100
14,120.27669270833333,70.51469361045442,1,fgsm,cifar100
1,122.5029296875,70.60657019365136,1,fgsm,cifar100
2,128.06608072916666,74.47953845869624,1,fgsm,cifar100
2,129.46647135416666,68.69666556133166,1,fgsm,cifar100
6,124.34602864583333,68.68623179844712,1,fgsm,cifar100
1,126.3203125,72.59656390072325,1,fgsm,cifar100
13,126.90787760416667,72.91555010335486,1,fgsm,cifar100
4,128.5322265625,74.51129392609927,1,fgsm,cifar100
4,129.953125,71.51621651753271,1,fgsm,cifar100
1,125.71256510416667,74.12419284416116,1,fgsm,cifar100
8,126.31510416666667,72.041011735951,1,fgsm,cifar100
3,125.3876953125,72.79639454346237,1,fgsm,cifar100
4,127.51106770833333,73.56687731464001,1,fgsm,cifar100
1,130.94694010416666,75.02662030961217,1,fgsm,cifar100
8,132.23763020833334,72.59317627660826,1,fgsm,cifar100
1,123.64127604166667,70.38468842360588,1,fgsm,cifar100
2,124.6513671875,71.82539206618011,1,fgsm,cifar100
5,118.86881510416667,73.63494357955932,1,fgsm,cifar100
5,125.87760416666667,72.73321253596235,1,fgsm,cifar100
5,122.80989583333333,72.24267205971721,1,fgsm,cifar100
6,125.93782552083333,74.74020701737446,1,fgsm,cifar100
9,132.00162760416666,75.62854071623235,1,fgsm,cifar100
3,127.6171875,72.90409212167633,1,fgsm,cifar100
9,121.88899739583333,74.18873720665692,1,fgsm,cifar100
5,128.43001302083334,73.57449965513321,1,fgsm,cifar100
5,133.84049479166666,72.91751088714386,1,fgsm,cifar100
1,123.71907552083333,74.13365617948953,1,fgsm,cifar100
6,111.99869791666667,73.26000432001888,1,fgsm,cifar100
2,127.22298177083333,73.90258426851426,1,fgsm,cifar100
13,128.46354166666666,70.70019630693724,1,fgsm,cifar100
1,131.37174479166666,73.12423702468648,1,fgsm,cifar100
10,129.56380208333334,74.31932116214354,1,fgsm,cifar100
4,128.36100260416666,72.48171707135317,1,fgsm,cifar100
3,127.08463541666667,75.66515186133962,1,fgsm,cifar100
5,129.06673177083334,73.00637913707874,1,fgsm,cifar100
9,123.09212239583333,73.11103992209995,1,fgsm,cifar100
5,127.26790364583333,72.71349053390264,1,fgsm,cifar100
7,123.892578125,74.00086077004265,1,fgsm,cifar100
10,127.54427083333333,72.41291000620777,1,fgsm,cifar100
6,133.71647135416666,74.16729235446111,1,fgsm,cifar100
12,134.1767578125,71.3549766669423,1,fgsm,cifar100
9,126.4990234375,74.1962171567649,1,fgsm,cifar100
9,134.60188802083334,71.84931016591594,1,fgsm,cifar100
4,132.837890625,73.03984039654271,1,fgsm,cifar100
5,126.04036458333333,73.70363633479737,1,fgsm,cifar100
7,129.4345703125,74.82890831573674,1,fgsm,cifar100
12,125.05078125,72.25920936906932,1,fgsm,cifar100
6,131.1552734375,73.11383003860375,1,fgsm,cifar100
6,129.46061197916666,73.00034108858137,1,fgsm,cifar100
9,117.474609375,73.48787388932803,1,fgsm,cifar100
1,127.52376302083333,73.68256215819677,1,fgsm,cifar100
2,111.29654947916667,71.37042076060081,1,fgsm,cifar100
2,121.45572916666667,72.08966375023938,1,fgsm,cifar100
3,127.67317708333333,74.64735574713826,1,fgsm,cifar100
3,125.5498046875,75.14398235253861,1,fgsm,cifar100
1,125.8623046875,74.03919241930204,1,fgsm,cifar100
7,127.4501953125,74.53813696872099,1,fgsm,cifar100
0,128.16178385416666,74.19843452969344,1,fgsm,cifar100
4,126.56803385416667,74.31004244169871,1,fgsm,cifar100
5,121.9423828125,73.7717697133612,1,fgsm,cifar100
2,123.546875,73.41595255321438,1,fgsm,cifar100
2,138.484375,73.14570495703924,1,fgsm,cifar100
4,125.92057291666667,72.8430712254413,1,fgsm,cifar100
2,124.98111979166667,75.90182821160175,1,fgsm,cifar100
8,129.37272135416666,72.57227798047899,1,fgsm,cifar100
7,127.08203125,74.31761287195657,1,fgsm,cifar100
4,133.6005859375,73.70300352714209,1,fgsm,cifar100
4,125.53287760416667,75.55453923843669,1,fgsm,cifar100
5,126.49381510416667,75.00694547318955,1,fgsm,cifar100
12,130.99544270833334,73.03107293262077,1,fgsm,cifar100
4,124.47981770833333,74.28767522477199,1,fgsm,cifar100
1,124.05924479166667,74.54370258842418,1,fgsm,cifar100
1,131.23567708333334,73.61779053639161,1,fgsm,cifar100
9,129.02864583333334,71.44539560687758,1,fgsm,cifar100
2,123.728515625,73.18829641113787,1,fgsm,cifar100
6,128.61881510416666,74.64891553797092,1,fgsm,cifar100
4,126.68619791666667,75.23117917868406,1,fgsm,cifar100
3,121.98404947916667,74.06281868158048,1,fgsm,cifar100
3,121.43684895833333,73.71372631506027,1,fgsm,cifar100
8,143.203125,75.51911880982986,1,fgsm,cifar100
